file	sequence	start	end	strand	gene	coverage	coverage_map	gaps	coverage_percent	identity_percent	database	accession	product	resistance	genome
2236627887.fna	NZ_CP092475.1	1000159	1000959	+	(AGly)apH-Stph	1-801/801	===============	0/0	100.00	99.00	argannot	HE579073:1778413-1779213	(AGly)apH-Stph		2236627887
2236627887.fna	NZ_CP092475.1	2110379	2111544	-	(Flq)norA	1-1166/1167	===============	0/0	99.91	91.94	argannot	D90119:478-1644	(Flq)norA		2236627887
2236627887.fna	NZ_CP092475.1	2708414	2709766	-	(Tet)tet(38)	1-1353/1353	===============	0/0	100.00	98.74	argannot	AY825285:1-1353	(Tet)tet(38)		2236627887
2236627887.fna	NZ_CP092475.1	2797289	2799295	+	(Bla)mecA	1-2007/2007	===============	0/0	100.00	99.90	argannot	AB221124:91-2097	(Bla)mecA		2236627887
2212168474.fna	NZ_CP092563.1	39209	41215	-	(Bla)mecA	1-2007/2007	===============	0/0	100.00	100.00	argannot	AB221124:91-2097	(Bla)mecA		2212168474
2212168474.fna	NZ_CP092563.1	124615	125967	+	(Tet)tet(38)	1-1353/1353	===============	0/0	100.00	100.00	argannot	AY825285:1-1353	(Tet)tet(38)		2212168474
2212168474.fna	NZ_CP092563.1	721438	722604	+	(Flq)norA	1-1167/1167	===============	0/0	100.00	100.00	argannot	D90119:478-1644	(Flq)norA		2212168474
2212168474.fna	NZ_CP092563.1	1781957	1782757	-	(AGly)apH-Stph	1-801/801	===============	0/0	100.00	100.00	argannot	HE579073:1778413-1779213	(AGly)apH-Stph		2212168474
2212168474.fna	NZ_CP092563.1	2365896	2366315	+	(Fcyn)FosB	1-420/420	===============	0/0	100.00	99.76	argannot	AHLO01000073:63139-63558	(Fcyn)FosB		2212168474
2212168474.fna	NZ_CP092563.1	2494632	2495819	-	(Phe)dha1	1-1188/1188	===============	0/0	100.00	100.00	argannot	BA000018:2517801-2518988	(Phe)dha1		2212168474
2212168474.fna	NZ_CP092563.1	2640276	2641070	-	(AGly)aph(3'')-III	1-795/795	===============	0/0	100.00	100.00	argannot	V01547:535-1329	(AGly)aph(3'')-III		2212168474
2212168474.fna	NZ_CP092563.1	2641163	2641693	-	(AGly)sat4A	1-543/543	========/======	1/12	97.79	97.79	argannot	X92945:38870-39412	(AGly)sat4A		2212168474
2212168474.fna	NZ_CP092563.1	2650029	2650928	-	(MLS)mph(C)	1-900/900	===============	0/0	100.00	99.89	argannot	AF167161:5665-6564	(MLS)mph(C)		2212168474
2212168474.fna	NZ_CP092563.1	2651027	2652493	-	(MLS)msr(A)	1-1467/1467	===============	0/0	100.00	99.18	argannot	AY591760:274-1740	(MLS)msr(A)		2212168474
2212168474.fna	NZ_CP092563.1	2663286	2663816	+	(AGly)sat4A	1-543/543	========/======	1/12	97.79	97.79	argannot	X92945:38870-39412	(AGly)sat4A		2212168474
2212168474.fna	NZ_CP092563.1	2663909	2664703	+	(AGly)aph(3'')-III	1-795/795	===============	0/0	100.00	100.00	argannot	V01547:535-1329	(AGly)aph(3'')-III		2212168474
2064726533.fna	NZ_CP077755.1	145637	146437	+	(AGly)apH-Stph	1-801/801	===============	0/0	100.00	99.38	argannot	HE579073:1778413-1779213	(AGly)apH-Stph		2064726533
2064726533.fna	NZ_CP077755.1	260809	262236	-	(Phe)fexA	1-1428/1428	===============	0/0	100.00	99.86	argannot	JQ041372:14024-15451	(Phe)fexA		2064726533
2064726533.fna	NZ_CP077755.1	1202889	1204055	-	(Flq)norA	1-1167/1167	===============	0/0	100.00	99.91	argannot	D90119:478-1644	(Flq)norA		2064726533
2064726533.fna	NZ_CP077755.1	1820237	1821589	-	(Tet)tet(38)	1-1353/1353	===============	0/0	100.00	99.85	argannot	AY825285:1-1353	(Tet)tet(38)		2064726533
2064726533.fna	NZ_CP077755.1	1856855	1857625	-	(AGly)aadD	1-771/771	===============	0/0	100.00	99.74	argannot	AF181950:3176-3946	(AGly)aadD		2064726533
2064726533.fna	NZ_CP077755.1	1864888	1865691	-	(MLS)lnu((B)	1-804/804	===============	0/0	100.00	100.00	argannot	KC688833:1-804	(MLS)lnu((B)		2064726533
2064726533.fna	NZ_CP077755.1	1869296	1870105	-	(AGly)spw	1-810/810	===============	0/0	100.00	100.00	argannot	NG_048075:101-910	(AGly)spw		2064726533
2064726533.fna	NZ_CP077755.1	1870830	1871671	-	(AGly)ant6-Ia	1-842/909	==============.	0/0	92.63	89.31	argannot	AF330699:22-930	(AGly)ant6-Ia		2064726533
2064726533.fna	NZ_CP077755.1	1874244	1875620	+	(Tet)tetL	1-1377/1377	===============	0/0	100.00	100.00	argannot	FN435329:1-1377	(Tet)tetL		2064726533
2064726533.fna	NZ_CP077755.1	1878325	1879059	-	(MLS)erm(C)	1-735/735	===============	0/0	100.00	99.05	argannot	M19652:988-1722	(MLS)erm(C)		2064726533
2064726533.fna	NZ_CP077755.1	1882350	1883789	+	(AGly)aac6-Aph2	1-1440/1440	===============	0/0	100.00	100.00	argannot	M13771:304-1743	(AGly)aac6-Aph2		2064726533
2064726533.fna	NZ_CP077755.1	1886670	1887515	-	(Bla)blaZ	1-846/846	===============	0/0	100.00	100.00	argannot	AB245469:2235-3080	(Bla)blaZ		2064726533
2064726533.fna	NZ_CP077755.1	1887622	1889379	+	(Bla)blaR1_Bacilli	1-1758/1758	===============	0/0	100.00	99.94	argannot	NG_047539:1-1758	(Bla)blaR1_Bacilli		2064726533
2064726533.fna	NZ_CP077755.1	1889369	1889749	+	(Bla)blaI	1-381/381	===============	0/0	100.00	100.00	argannot	NG_047499:101-481	(Bla)blaI		2064726533
2064726533.fna	NZ_CP077755.1	1944106	1946112	-	(Bla)mecA	1-2007/2007	===============	0/0	100.00	99.90	argannot	AB221124:91-2097	(Bla)mecA		2064726533
2064726533.fna	NZ_CP077755.1	2302697	2303884	+	(Phe)dha1	1-1188/1188	===============	0/0	100.00	99.58	argannot	BA000018:2517801-2518988	(Phe)dha1		2064726533
2064726533.fna	NZ_CP077755.1	2398301	2398798	-	(Tmt)dfrG	1-498/498	===============	0/0	100.00	100.00	argannot	AB205645:1013-1510	(Tmt)dfrG		2064726533
2064726533.fna	NZ_CP077755.1	2437667	2438086	-	(Fcyn)FosB	1-420/420	===============	0/0	100.00	99.29	argannot	AHLO01000073:63139-63558	(Fcyn)FosB		2064726533
2064726533.fna	NZ_CP077755.1	2773002	2773847	-	(Bla)blaZ	1-846/846	===============	0/0	100.00	95.15	argannot	AB245469:2235-3080	(Bla)blaZ		2064726533
2064726533.fna	NZ_CP077755.1	2773954	2775711	+	(Bla)blaR1_Bacilli	1-1758/1758	===============	0/0	100.00	92.83	argannot	NG_047539:1-1758	(Bla)blaR1_Bacilli		2064726533
2064726533.fna	NZ_CP077755.1	2775701	2776081	+	(Bla)blaI	1-381/381	===============	0/0	100.00	95.28	argannot	NG_047499:101-481	(Bla)blaI		2064726533
2772899465.fna	NZ_CP160409.1	39080	41086	-	(Bla)mecA	1-2007/2007	===============	0/0	100.00	100.00	argannot	AB221124:91-2097	(Bla)mecA		2772899465
2772899465.fna	NZ_CP160409.1	157527	158879	+	(Tet)tet(38)	1-1353/1353	===============	0/0	100.00	99.85	argannot	AY825285:1-1353	(Tet)tet(38)		2772899465
2772899465.fna	NZ_CP160409.1	769340	770506	+	(Flq)norA	1-1167/1167	===============	0/0	100.00	99.91	argannot	D90119:478-1644	(Flq)norA		2772899465
2772899465.fna	NZ_CP160409.1	1870543	1871343	-	(AGly)apH-Stph	1-801/801	===============	0/0	100.00	100.00	argannot	HE579073:1778413-1779213	(AGly)apH-Stph		2772899465
2772899465.fna	NZ_CP160409.1	2495712	2496131	+	(Fcyn)FosB	1-420/420	===============	0/0	100.00	100.00	argannot	AHLO01000073:63139-63558	(Fcyn)FosB		2772899465
2772899465.fna	NZ_CP160409.1	2625516	2626702	-	(Phe)dha1	2-1188/1188	===============	0/0	99.92	99.41	argannot	BA000018:2517801-2518988	(Phe)dha1		2772899465
2064751942.fna	NZ_CP077757.1	143076	143876	+	(AGly)apH-Stph	1-801/801	===============	0/0	100.00	99.38	argannot	HE579073:1778413-1779213	(AGly)apH-Stph		2064751942
2064751942.fna	NZ_CP077757.1	258248	259675	-	(Phe)fexA	1-1428/1428	===============	0/0	100.00	99.86	argannot	JQ041372:14024-15451	(Phe)fexA		2064751942
2064751942.fna	NZ_CP077757.1	1211566	1212732	-	(Flq)norA	1-1167/1167	===============	0/0	100.00	99.91	argannot	D90119:478-1644	(Flq)norA		2064751942
2064751942.fna	NZ_CP077757.1	1831657	1833009	-	(Tet)tet(38)	1-1353/1353	===============	0/0	100.00	99.85	argannot	AY825285:1-1353	(Tet)tet(38)		2064751942
2064751942.fna	NZ_CP077757.1	1868275	1869045	-	(AGly)aadD	1-771/771	===============	0/0	100.00	99.74	argannot	AF181950:3176-3946	(AGly)aadD		2064751942
2064751942.fna	NZ_CP077757.1	1876309	1877112	-	(MLS)lnu((B)	1-804/804	===============	0/0	100.00	100.00	argannot	KC688833:1-804	(MLS)lnu((B)		2064751942
2064751942.fna	NZ_CP077757.1	1880717	1881526	-	(AGly)spw	1-810/810	===============	0/0	100.00	100.00	argannot	NG_048075:101-910	(AGly)spw		2064751942
2064751942.fna	NZ_CP077757.1	1882251	1883092	-	(AGly)ant6-Ia	1-842/909	==============.	0/0	92.63	89.31	argannot	AF330699:22-930	(AGly)ant6-Ia		2064751942
2064751942.fna	NZ_CP077757.1	1885665	1887041	+	(Tet)tetL	1-1377/1377	===============	0/0	100.00	100.00	argannot	FN435329:1-1377	(Tet)tetL		2064751942
2064751942.fna	NZ_CP077757.1	1889746	1890480	-	(MLS)erm(C)	1-735/735	===============	0/0	100.00	99.05	argannot	M19652:988-1722	(MLS)erm(C)		2064751942
2064751942.fna	NZ_CP077757.1	1893769	1895208	+	(AGly)aac6-Aph2	1-1440/1440	===============	0/0	100.00	100.00	argannot	M13771:304-1743	(AGly)aac6-Aph2		2064751942
2064751942.fna	NZ_CP077757.1	1897915	1898295	+	(Bla)blaI	1-381/381	===============	0/0	100.00	100.00	argannot	NG_047499:101-481	(Bla)blaI		2064751942
2064751942.fna	NZ_CP077757.1	2265540	2266727	+	(Phe)dha1	1-1188/1188	===============	0/0	100.00	99.58	argannot	BA000018:2517801-2518988	(Phe)dha1		2064751942
2064751942.fna	NZ_CP077757.1	2361145	2361642	-	(Tmt)dfrG	1-498/498	===============	0/0	100.00	100.00	argannot	AB205645:1013-1510	(Tmt)dfrG		2064751942
2064751942.fna	NZ_CP077757.1	2400511	2400930	-	(Fcyn)FosB	1-420/420	===============	0/0	100.00	99.29	argannot	AHLO01000073:63139-63558	(Fcyn)FosB		2064751942
2064751942.fna	NZ_CP077757.1	2735470	2736315	-	(Bla)blaZ	1-846/846	===============	0/0	100.00	95.15	argannot	AB245469:2235-3080	(Bla)blaZ		2064751942
2064751942.fna	NZ_CP077757.1	2736422	2738179	+	(Bla)blaR1_Bacilli	1-1758/1758	===============	0/0	100.00	92.83	argannot	NG_047539:1-1758	(Bla)blaR1_Bacilli		2064751942
2064751942.fna	NZ_CP077757.1	2738169	2738549	+	(Bla)blaI	1-381/381	===============	0/0	100.00	95.28	argannot	NG_047499:101-481	(Bla)blaI		2064751942
NZ_CP077755.1.fna	NZ_CP077755.1	145637	146437	+	(AGly)apH-Stph	1-801/801	===============	0/0	100.00	99.38	argannot	HE579073:1778413-1779213	(AGly)apH-Stph		NZ_CP077755.1
NZ_CP077755.1.fna	NZ_CP077755.1	260809	262236	-	(Phe)fexA	1-1428/1428	===============	0/0	100.00	99.86	argannot	JQ041372:14024-15451	(Phe)fexA		NZ_CP077755.1
NZ_CP077755.1.fna	NZ_CP077755.1	1202889	1204055	-	(Flq)norA	1-1167/1167	===============	0/0	100.00	99.91	argannot	D90119:478-1644	(Flq)norA		NZ_CP077755.1
NZ_CP077755.1.fna	NZ_CP077755.1	1820237	1821589	-	(Tet)tet(38)	1-1353/1353	===============	0/0	100.00	99.85	argannot	AY825285:1-1353	(Tet)tet(38)		NZ_CP077755.1
NZ_CP077755.1.fna	NZ_CP077755.1	1856855	1857625	-	(AGly)aadD	1-771/771	===============	0/0	100.00	99.74	argannot	AF181950:3176-3946	(AGly)aadD		NZ_CP077755.1
NZ_CP077755.1.fna	NZ_CP077755.1	1864888	1865691	-	(MLS)lnu((B)	1-804/804	===============	0/0	100.00	100.00	argannot	KC688833:1-804	(MLS)lnu((B)		NZ_CP077755.1
NZ_CP077755.1.fna	NZ_CP077755.1	1869296	1870105	-	(AGly)spw	1-810/810	===============	0/0	100.00	100.00	argannot	NG_048075:101-910	(AGly)spw		NZ_CP077755.1
NZ_CP077755.1.fna	NZ_CP077755.1	1870830	1871671	-	(AGly)ant6-Ia	1-842/909	==============.	0/0	92.63	89.31	argannot	AF330699:22-930	(AGly)ant6-Ia		NZ_CP077755.1
NZ_CP077755.1.fna	NZ_CP077755.1	1874244	1875620	+	(Tet)tetL	1-1377/1377	===============	0/0	100.00	100.00	argannot	FN435329:1-1377	(Tet)tetL		NZ_CP077755.1
NZ_CP077755.1.fna	NZ_CP077755.1	1878325	1879059	-	(MLS)erm(C)	1-735/735	===============	0/0	100.00	99.05	argannot	M19652:988-1722	(MLS)erm(C)		NZ_CP077755.1
NZ_CP077755.1.fna	NZ_CP077755.1	1882350	1883789	+	(AGly)aac6-Aph2	1-1440/1440	===============	0/0	100.00	100.00	argannot	M13771:304-1743	(AGly)aac6-Aph2		NZ_CP077755.1
NZ_CP077755.1.fna	NZ_CP077755.1	1886670	1887515	-	(Bla)blaZ	1-846/846	===============	0/0	100.00	100.00	argannot	AB245469:2235-3080	(Bla)blaZ		NZ_CP077755.1
NZ_CP077755.1.fna	NZ_CP077755.1	1887622	1889379	+	(Bla)blaR1_Bacilli	1-1758/1758	===============	0/0	100.00	99.94	argannot	NG_047539:1-1758	(Bla)blaR1_Bacilli		NZ_CP077755.1
NZ_CP077755.1.fna	NZ_CP077755.1	1889369	1889749	+	(Bla)blaI	1-381/381	===============	0/0	100.00	100.00	argannot	NG_047499:101-481	(Bla)blaI		NZ_CP077755.1
NZ_CP077755.1.fna	NZ_CP077755.1	1944106	1946112	-	(Bla)mecA	1-2007/2007	===============	0/0	100.00	99.90	argannot	AB221124:91-2097	(Bla)mecA		NZ_CP077755.1
NZ_CP077755.1.fna	NZ_CP077755.1	2302697	2303884	+	(Phe)dha1	1-1188/1188	===============	0/0	100.00	99.58	argannot	BA000018:2517801-2518988	(Phe)dha1		NZ_CP077755.1
NZ_CP077755.1.fna	NZ_CP077755.1	2398301	2398798	-	(Tmt)dfrG	1-498/498	===============	0/0	100.00	100.00	argannot	AB205645:1013-1510	(Tmt)dfrG		NZ_CP077755.1
NZ_CP077755.1.fna	NZ_CP077755.1	2437667	2438086	-	(Fcyn)FosB	1-420/420	===============	0/0	100.00	99.29	argannot	AHLO01000073:63139-63558	(Fcyn)FosB		NZ_CP077755.1
NZ_CP077755.1.fna	NZ_CP077755.1	2773002	2773847	-	(Bla)blaZ	1-846/846	===============	0/0	100.00	95.15	argannot	AB245469:2235-3080	(Bla)blaZ		NZ_CP077755.1
NZ_CP077755.1.fna	NZ_CP077755.1	2773954	2775711	+	(Bla)blaR1_Bacilli	1-1758/1758	===============	0/0	100.00	92.83	argannot	NG_047539:1-1758	(Bla)blaR1_Bacilli		NZ_CP077755.1
NZ_CP077755.1.fna	NZ_CP077755.1	2775701	2776081	+	(Bla)blaI	1-381/381	===============	0/0	100.00	95.28	argannot	NG_047499:101-481	(Bla)blaI		NZ_CP077755.1
2780070556.fna	NZ_CP160634.1	39626	41632	-	(Bla)mecA	1-2007/2007	===============	0/0	100.00	100.00	argannot	AB221124:91-2097	(Bla)mecA		2780070556
2780070556.fna	NZ_CP160634.1	125864	127216	+	(Tet)tet(38)	1-1353/1353	===============	0/0	100.00	100.00	argannot	AY825285:1-1353	(Tet)tet(38)		2780070556
2780070556.fna	NZ_CP160634.1	714575	715741	+	(Flq)norA	1-1167/1167	===============	0/0	100.00	100.00	argannot	D90119:478-1644	(Flq)norA		2780070556
2780070556.fna	NZ_CP160634.1	1522473	1524392	+	(Tet)tetM	1-1920/1920	===============	0/0	100.00	99.27	argannot	DQ534550:1451-3370	(Tet)tetM		2780070556
2780070556.fna	NZ_CP160634.1	1750549	1751976	+	(Phe)fexA	1-1428/1428	===============	0/0	100.00	99.79	argannot	JQ041372:14024-15451	(Phe)fexA		2780070556
2780070556.fna	NZ_CP160634.1	1863901	1864701	-	(AGly)apH-Stph	1-801/801	===============	0/0	100.00	100.00	argannot	HE579073:1778413-1779213	(AGly)apH-Stph		2780070556
2780070556.fna	NZ_CP160634.1	2383795	2384214	+	(Fcyn)FosB	1-420/420	===============	0/0	100.00	99.76	argannot	AHLO01000073:63139-63558	(Fcyn)FosB		2780070556
2780070556.fna	NZ_CP160634.1	2512476	2513663	-	(Phe)dha1	1-1188/1188	===============	0/0	100.00	100.00	argannot	BA000018:2517801-2518988	(Phe)dha1		2780070556
2212172067.fna	NZ_CP092567.1	39208	41214	-	(Bla)mecA	1-2007/2007	===============	0/0	100.00	100.00	argannot	AB221124:91-2097	(Bla)mecA		2212172067
2212172067.fna	NZ_CP092567.1	124616	125968	+	(Tet)tet(38)	1-1353/1353	===============	0/0	100.00	100.00	argannot	AY825285:1-1353	(Tet)tet(38)		2212172067
2212172067.fna	NZ_CP092567.1	717413	718579	+	(Flq)norA	1-1167/1167	===============	0/0	100.00	100.00	argannot	D90119:478-1644	(Flq)norA		2212172067
2212172067.fna	NZ_CP092567.1	1823459	1824259	-	(AGly)apH-Stph	1-801/801	===============	0/0	100.00	100.00	argannot	HE579073:1778413-1779213	(AGly)apH-Stph		2212172067
2212172067.fna	NZ_CP092567.1	2407363	2407782	+	(Fcyn)FosB	1-420/420	===============	0/0	100.00	99.76	argannot	AHLO01000073:63139-63558	(Fcyn)FosB		2212172067
2212172067.fna	NZ_CP092567.1	2536044	2537231	-	(Phe)dha1	1-1188/1188	===============	0/0	100.00	100.00	argannot	BA000018:2517801-2518988	(Phe)dha1		2212172067
2212172067.fna	NZ_CP092567.1	2680562	2681356	-	(AGly)aph(3'')-III	1-795/795	===============	0/0	100.00	100.00	argannot	V01547:535-1329	(AGly)aph(3'')-III		2212172067
2212172067.fna	NZ_CP092567.1	2681449	2681980	-	(AGly)sat4A	1-543/543	========/======	4/17	97.42	96.70	argannot	X92945:38870-39412	(AGly)sat4A		2212172067
2212172067.fna	NZ_CP092567.1	2690318	2691217	-	(MLS)mph(C)	1-900/900	===============	0/0	100.00	99.89	argannot	AF167161:5665-6564	(MLS)mph(C)		2212172067
2212172067.fna	NZ_CP092567.1	2691316	2692782	-	(MLS)msr(A)	1-1467/1467	===============	0/0	100.00	99.18	argannot	AY591760:274-1740	(MLS)msr(A)		2212172067
2212172067.fna	NZ_CP092567.1	2703575	2704105	+	(AGly)sat4A	1-543/543	========/======	1/12	97.79	97.79	argannot	X92945:38870-39412	(AGly)sat4A		2212172067
2212172067.fna	NZ_CP092567.1	2704198	2704992	+	(AGly)aph(3'')-III	1-795/795	===============	0/0	100.00	100.00	argannot	V01547:535-1329	(AGly)aph(3'')-III		2212172067
2212168325.fna	NZ_CP092561.1	39209	41215	-	(Bla)mecA	1-2007/2007	===============	0/0	100.00	100.00	argannot	AB221124:91-2097	(Bla)mecA		2212168325
2212168325.fna	NZ_CP092561.1	124616	125968	+	(Tet)tet(38)	1-1353/1353	===============	0/0	100.00	100.00	argannot	AY825285:1-1353	(Tet)tet(38)		2212168325
2212168325.fna	NZ_CP092561.1	720546	721712	+	(Flq)norA	1-1167/1167	===============	0/0	100.00	100.00	argannot	D90119:478-1644	(Flq)norA		2212168325
2212168325.fna	NZ_CP092561.1	1781065	1781865	-	(AGly)apH-Stph	1-801/801	===============	0/0	100.00	100.00	argannot	HE579073:1778413-1779213	(AGly)apH-Stph		2212168325
2212168325.fna	NZ_CP092561.1	2365011	2365430	+	(Fcyn)FosB	1-420/420	===============	0/0	100.00	99.76	argannot	AHLO01000073:63139-63558	(Fcyn)FosB		2212168325
2212168325.fna	NZ_CP092561.1	2493747	2494934	-	(Phe)dha1	1-1188/1188	===============	0/0	100.00	100.00	argannot	BA000018:2517801-2518988	(Phe)dha1		2212168325
2212168325.fna	NZ_CP092561.1	2638269	2639063	-	(AGly)aph(3'')-III	1-795/795	===============	0/0	100.00	100.00	argannot	V01547:535-1329	(AGly)aph(3'')-III		2212168325
2212168325.fna	NZ_CP092561.1	2639156	2639686	-	(AGly)sat4A	1-543/543	========/======	1/12	97.79	97.79	argannot	X92945:38870-39412	(AGly)sat4A		2212168325
2212168325.fna	NZ_CP092561.1	2650479	2651945	+	(MLS)msr(A)	1-1467/1467	===============	0/0	100.00	99.18	argannot	AY591760:274-1740	(MLS)msr(A)		2212168325
2212168325.fna	NZ_CP092561.1	2652044	2652943	+	(MLS)mph(C)	1-900/900	===============	0/0	100.00	99.89	argannot	AF167161:5665-6564	(MLS)mph(C)		2212168325
2212168325.fna	NZ_CP092561.1	2661279	2661808	+	(AGly)sat4A	1-543/543	========/======	2/13	97.61	97.61	argannot	X92945:38870-39412	(AGly)sat4A		2212168325
2212168325.fna	NZ_CP092561.1	2661901	2662695	+	(AGly)aph(3'')-III	1-795/795	===============	0/0	100.00	100.00	argannot	V01547:535-1329	(AGly)aph(3'')-III		2212168325
2267348900.fna	NZ_CP099576.1	38584	40590	-	(Bla)mecA	1-2007/2007	===============	0/0	100.00	100.00	argannot	AB221124:91-2097	(Bla)mecA		2267348900
2267348900.fna	NZ_CP099576.1	158012	159364	+	(Tet)tet(38)	1-1353/1353	===============	0/0	100.00	99.85	argannot	AY825285:1-1353	(Tet)tet(38)		2267348900
2267348900.fna	NZ_CP099576.1	773386	774552	+	(Flq)norA	1-1167/1167	===============	0/0	100.00	99.91	argannot	D90119:478-1644	(Flq)norA		2267348900
2267348900.fna	NZ_CP099576.1	1874788	1875588	-	(AGly)apH-Stph	1-801/801	===============	0/0	100.00	100.00	argannot	HE579073:1778413-1779213	(AGly)apH-Stph		2267348900
2267348900.fna	NZ_CP099576.1	2457648	2458067	+	(Fcyn)FosB	1-420/420	===============	0/0	100.00	100.00	argannot	AHLO01000073:63139-63558	(Fcyn)FosB		2267348900
2267348900.fna	NZ_CP099576.1	2587422	2588608	-	(Phe)dha1	2-1188/1188	===============	0/0	99.92	99.41	argannot	BA000018:2517801-2518988	(Phe)dha1		2267348900
NZ_CP077757.1.fna	NZ_CP077757.1	143076	143876	+	(AGly)apH-Stph	1-801/801	===============	0/0	100.00	99.38	argannot	HE579073:1778413-1779213	(AGly)apH-Stph		NZ_CP077757.1
NZ_CP077757.1.fna	NZ_CP077757.1	258248	259675	-	(Phe)fexA	1-1428/1428	===============	0/0	100.00	99.86	argannot	JQ041372:14024-15451	(Phe)fexA		NZ_CP077757.1
NZ_CP077757.1.fna	NZ_CP077757.1	1211566	1212732	-	(Flq)norA	1-1167/1167	===============	0/0	100.00	99.91	argannot	D90119:478-1644	(Flq)norA		NZ_CP077757.1
NZ_CP077757.1.fna	NZ_CP077757.1	1831657	1833009	-	(Tet)tet(38)	1-1353/1353	===============	0/0	100.00	99.85	argannot	AY825285:1-1353	(Tet)tet(38)		NZ_CP077757.1
NZ_CP077757.1.fna	NZ_CP077757.1	1868275	1869045	-	(AGly)aadD	1-771/771	===============	0/0	100.00	99.74	argannot	AF181950:3176-3946	(AGly)aadD		NZ_CP077757.1
NZ_CP077757.1.fna	NZ_CP077757.1	1876309	1877112	-	(MLS)lnu((B)	1-804/804	===============	0/0	100.00	100.00	argannot	KC688833:1-804	(MLS)lnu((B)		NZ_CP077757.1
NZ_CP077757.1.fna	NZ_CP077757.1	1880717	1881526	-	(AGly)spw	1-810/810	===============	0/0	100.00	100.00	argannot	NG_048075:101-910	(AGly)spw		NZ_CP077757.1
NZ_CP077757.1.fna	NZ_CP077757.1	1882251	1883092	-	(AGly)ant6-Ia	1-842/909	==============.	0/0	92.63	89.31	argannot	AF330699:22-930	(AGly)ant6-Ia		NZ_CP077757.1
NZ_CP077757.1.fna	NZ_CP077757.1	1885665	1887041	+	(Tet)tetL	1-1377/1377	===============	0/0	100.00	100.00	argannot	FN435329:1-1377	(Tet)tetL		NZ_CP077757.1
NZ_CP077757.1.fna	NZ_CP077757.1	1889746	1890480	-	(MLS)erm(C)	1-735/735	===============	0/0	100.00	99.05	argannot	M19652:988-1722	(MLS)erm(C)		NZ_CP077757.1
NZ_CP077757.1.fna	NZ_CP077757.1	1893769	1895208	+	(AGly)aac6-Aph2	1-1440/1440	===============	0/0	100.00	100.00	argannot	M13771:304-1743	(AGly)aac6-Aph2		NZ_CP077757.1
NZ_CP077757.1.fna	NZ_CP077757.1	1897915	1898295	+	(Bla)blaI	1-381/381	===============	0/0	100.00	100.00	argannot	NG_047499:101-481	(Bla)blaI		NZ_CP077757.1
