file	sequence	start	end	strand	gene	coverage	coverage_map	gaps	coverage_percent	identity_percent	database	accession	product	resistance	genome
2212172067.fna	NZ_CP092567.1	39208	41214	-	mecA_6	1-2007/2007	===============	0/0	100.00	100.00	resfinder	BX571856	mecA	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefepime;Cefixime;Cefotaxime;Cefoxitin;Ceftazidime;Ertapenem;Imipenem;Meropenem;Piperacillin;Piperacillin+Tazobactam	2212172067
2212172067.fna	NZ_CP092567.1	2680562	2681356	-	aph(3')-III_1	1-795/795	===============	0/0	100.00	100.00	resfinder	M26832	aph(3')-III	Amikacin	2212172067
2212172067.fna	NZ_CP092567.1	2690318	2691217	-	mph(C)_2	1-900/900	===============	0/0	100.00	99.89	resfinder	AF167161	mph(C)	Erythromycin;Spiramycin;Telithromycin	2212172067
2212172067.fna	NZ_CP092567.1	2691316	2692782	-	msr(A)_1	1-1467/1467	===============	0/0	100.00	98.91	resfinder	X52085	msr(A)	Erythromycin;Azithromycin;Telithromycin;Quinupristin;Pristinamycin_IA;Virginiamycin_S	2212172067
2212172067.fna	NZ_CP092567.1	2704198	2704992	+	aph(3')-III_1	1-795/795	===============	0/0	100.00	100.00	resfinder	M26832	aph(3')-III	Amikacin	2212172067
2212168325.fna	NZ_CP092561.1	39209	41215	-	mecA_6	1-2007/2007	===============	0/0	100.00	100.00	resfinder	BX571856	mecA	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefepime;Cefixime;Cefotaxime;Cefoxitin;Ceftazidime;Ertapenem;Imipenem;Meropenem;Piperacillin;Piperacillin+Tazobactam	2212168325
2212168325.fna	NZ_CP092561.1	2638269	2639063	-	aph(3')-III_1	1-795/795	===============	0/0	100.00	100.00	resfinder	M26832	aph(3')-III	Amikacin	2212168325
2212168325.fna	NZ_CP092561.1	2650479	2651945	+	msr(A)_1	1-1467/1467	===============	0/0	100.00	98.91	resfinder	X52085	msr(A)	Erythromycin;Azithromycin;Telithromycin;Quinupristin;Pristinamycin_IA;Virginiamycin_S	2212168325
2212168325.fna	NZ_CP092561.1	2652044	2652943	+	mph(C)_2	1-900/900	===============	0/0	100.00	99.89	resfinder	AF167161	mph(C)	Erythromycin;Spiramycin;Telithromycin	2212168325
2212168325.fna	NZ_CP092561.1	2661901	2662695	+	aph(3')-III_1	1-795/795	===============	0/0	100.00	100.00	resfinder	M26832	aph(3')-III	Amikacin	2212168325
2267348900.fna	NZ_CP099576.1	38584	40590	-	mecA_6	1-2007/2007	===============	0/0	100.00	100.00	resfinder	BX571856	mecA	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefepime;Cefixime;Cefotaxime;Cefoxitin;Ceftazidime;Ertapenem;Imipenem;Meropenem;Piperacillin;Piperacillin+Tazobactam	2267348900
NZ_CP077757.1.fna	NZ_CP077757.1	258248	259675	-	fexA_1	1-1428/1428	===============	0/0	100.00	99.79	resfinder	AJ549214	fexA	Chloramphenicol;Florfenicol	NZ_CP077757.1
NZ_CP077757.1.fna	NZ_CP077757.1	1868275	1869045	-	aadD_1	1-771/771	===============	0/0	100.00	99.74	resfinder	AF181950	aadD	Amikacin;Tobramycin	NZ_CP077757.1
NZ_CP077757.1.fna	NZ_CP077757.1	1876309	1877112	-	lnu(B)_2	1-804/804	===============	0/0	100.00	100.00	resfinder	JQ861959	lnu(B)	Lincomycin;Clindamycin	NZ_CP077757.1
NZ_CP077757.1.fna	NZ_CP077757.1	1877166	1878650	-	lsa(E)_1	1-1485/1485	===============	0/0	100.00	100.00	resfinder	JX560992	lsa(E)	Lincomycin;Clindamycin;Dalfopristin;Pristinamycin_IIA;Virginiamycin_M;Tiamulin	NZ_CP077757.1
NZ_CP077757.1.fna	NZ_CP077757.1	1882229	1883092	-	ant(6)-Ia_2	1-864/864	===============	0/0	100.00	100.00	resfinder	KF421157	ant(6)-Ia	Streptomycin	NZ_CP077757.1
NZ_CP077757.1.fna	NZ_CP077757.1	1885665	1887041	+	tet(L)_2	1-1377/1377	===============	0/0	100.00	100.00	resfinder	M29725	tet(L)	Doxycycline;Tetracycline	NZ_CP077757.1
NZ_CP077757.1.fna	NZ_CP077757.1	1889746	1890480	-	erm(C)_2	1-735/735	===============	0/0	100.00	99.05	resfinder	M19652	erm(C)	Erythromycin;Lincomycin;Clindamycin;Quinupristin;Pristinamycin_IA;Virginiamycin_S	NZ_CP077757.1
NZ_CP077757.1.fna	NZ_CP077757.1	1893769	1895208	+	aac(6')-aph(2'')_1	1-1440/1440	===============	0/0	100.00	100.00	resfinder	M13771	aac(6')-aph(2'')	Amikacin;Gentamicin;Tobramycin	NZ_CP077757.1
NZ_CP077757.1.fna	NZ_CP077757.1	2361145	2361642	-	dfrG_1	1-498/498	===============	0/0	100.00	100.00	resfinder	AB205645	dfrG	Trimethoprim	NZ_CP077757.1
NZ_CP077757.1.fna	NZ_CP077757.1	2735470	2736357	-	blaZ_138	1-888/888	===============	0/0	100.00	99.78	resfinder	CP003979	blaZ	Amoxicillin;Ampicillin;Penicillin;Piperacillin	NZ_CP077757.1
1376352309.fna	NZ_CP021105.1	40953	42959	-	mecA_6	1-2007/2007	===============	0/0	100.00	100.00	resfinder	BX571856	mecA	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefepime;Cefixime;Cefotaxime;Cefoxitin;Ceftazidime;Ertapenem;Imipenem;Meropenem;Piperacillin;Piperacillin+Tazobactam	1376352309
2194665735.fna	NZ_CP080249.1	39615	41621	-	mecA_2	1-2007/2007	===============	0/0	100.00	100.00	resfinder	NC_002951	mecA	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefepime;Cefixime;Cefotaxime;Cefoxitin;Ceftazidime;Ertapenem;Imipenem;Meropenem;Piperacillin;Piperacillin+Tazobactam	2194665735
2194665735.fna	NZ_CP080249.1	50001	51428	+	fexA_1	1-1428/1428	===============	0/0	100.00	98.74	resfinder	AJ549214	fexA	Chloramphenicol;Florfenicol	2194665735
2194665735.fna	NZ_CP080249.1	1478851	1480326	+	aph(2'')-Ia_2	1-1476/1476	===============	0/0	100.00	100.00	resfinder	AP009486	aph(2'')-Ia	Amikacin;Gentamicin;Tobramycin	2194665735
2194665735.fna	NZ_CP080249.1	1480882	1481644	+	erm(B)_18	1-762/762	========/======	1/1	100.00	99.21	resfinder	X66468	erm(B)	Erythromycin;Lincomycin;Clindamycin;Quinupristin;Pristinamycin_IA;Virginiamycin_S	2194665735
2194665735.fna	NZ_CP080249.1	1481949	1482857	+	ant(6)-Ia_1	1-909/909	===============	0/0	100.00	100.00	resfinder	AF330699	ant(6)-Ia	Streptomycin	2194665735
2194665735.fna	NZ_CP080249.1	1486285	1487047	+	erm(B)_18	1-762/762	========/======	1/1	100.00	99.61	resfinder	X66468	erm(B)	Erythromycin;Lincomycin;Clindamycin;Quinupristin;Pristinamycin_IA;Virginiamycin_S	2194665735
2194665735.fna	NZ_CP080249.1	1797554	1798981	+	fexA_1	1-1428/1428	===============	0/0	100.00	98.74	resfinder	AJ549214	fexA	Chloramphenicol;Florfenicol	2194665735
2194665735.fna	NZ_CP080249.1	2121003	2121890	+	blaZ_138	1-888/888	===============	0/0	100.00	99.89	resfinder	CP003979	blaZ	Amoxicillin;Ampicillin;Penicillin;Piperacillin	2194665735
3004670934.fna	NZ_CP040665.2	40798	41568	-	aadD_1	1-771/771	===============	0/0	100.00	99.87	resfinder	AF181950	aadD	Amikacin;Tobramycin	3004670934
3004670934.fna	NZ_CP040665.2	44014	46020	-	mecA_6	1-2007/2007	===============	0/0	100.00	100.00	resfinder	BX571856	mecA	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefepime;Cefixime;Cefotaxime;Cefoxitin;Ceftazidime;Ertapenem;Imipenem;Meropenem;Piperacillin;Piperacillin+Tazobactam	3004670934
3004670934.fna	NZ_CP040665.2	54949	55680	+	erm(A)_1	1-732/732	===============	0/0	100.00	100.00	resfinder	X03216	erm(A)	Erythromycin;Lincomycin;Clindamycin;Quinupristin;Pristinamycin_IA;Virginiamycin_S	3004670934
3004670934.fna	NZ_CP040665.2	55806	56588	-	ant(9)-Ia_1	1-783/783	===============	0/0	100.00	100.00	resfinder	X02588	ant(9)-Ia		3004670934
3004670934.fna	NZ_CP040665.2	1725918	1726649	+	erm(A)_1	1-732/732	===============	0/0	100.00	100.00	resfinder	X03216	erm(A)	Erythromycin;Lincomycin;Clindamycin;Quinupristin;Pristinamycin_IA;Virginiamycin_S	3004670934
3004670934.fna	NZ_CP040665.2	1726775	1727557	-	ant(9)-Ia_1	1-783/783	===============	0/0	100.00	100.00	resfinder	X02588	ant(9)-Ia		3004670934
2212168481.fna	NZ_CP092565.1	39209	41215	-	mecA_6	1-2007/2007	===============	0/0	100.00	100.00	resfinder	BX571856	mecA	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefepime;Cefixime;Cefotaxime;Cefoxitin;Ceftazidime;Ertapenem;Imipenem;Meropenem;Piperacillin;Piperacillin+Tazobactam	2212168481
2212168481.fna	NZ_CP092565.1	2639894	2640688	-	aph(3')-III_1	1-795/795	===============	0/0	100.00	100.00	resfinder	M26832	aph(3')-III	Amikacin	2212168481
2212168481.fna	NZ_CP092565.1	2652104	2653570	+	msr(A)_1	1-1467/1467	===============	0/0	100.00	98.91	resfinder	X52085	msr(A)	Erythromycin;Azithromycin;Telithromycin;Quinupristin;Pristinamycin_IA;Virginiamycin_S	2212168481
2212168481.fna	NZ_CP092565.1	2653669	2654568	+	mph(C)_2	1-900/900	===============	0/0	100.00	99.89	resfinder	AF167161	mph(C)	Erythromycin;Spiramycin;Telithromycin	2212168481
2212168481.fna	NZ_CP092565.1	2663527	2664321	+	aph(3')-III_1	1-795/795	===============	0/0	100.00	100.00	resfinder	M26832	aph(3')-III	Amikacin	2212168481
2999172154.fna	NZ_CP049976.1	3303	4787	+	lsa(E)_1	1-1485/1485	===============	0/0	100.00	100.00	resfinder	JX560992	lsa(E)	Lincomycin;Clindamycin;Dalfopristin;Pristinamycin_IIA;Virginiamycin_M;Tiamulin	2999172154
2999172154.fna	NZ_CP049976.1	4841	5644	+	lnu(B)_2	1-804/804	===============	0/0	100.00	100.00	resfinder	JQ861959	lnu(B)	Lincomycin;Clindamycin	2999172154
2999172154.fna	NZ_CP049976.1	9030	9800	-	aadD_1	1-771/771	===============	0/0	100.00	99.74	resfinder	AF181950	aadD	Amikacin;Tobramycin	2999172154
2999172154.fna	NZ_CP049976.1	35246	36133	+	blaZ_78	1-888/888	===============	0/0	100.00	99.66	resfinder	KU607301	blaZ	Amoxicillin;Ampicillin;Penicillin;Piperacillin	2999172154
2999172154.fna	NZ_CP049976.1	38875	39372	-	dfrG_1	1-498/498	===============	0/0	100.00	100.00	resfinder	AB205645	dfrG	Trimethoprim	2999172154
2999172154.fna	NZ_CP049976.1	643762	645681	-	tet(M)_13	1-1920/1920	===============	0/0	100.00	100.00	resfinder	AM990992	tet(M)	Doxycycline;Tetracycline;Minocycline	2999172154
2999172154.fna	NZ_CP049976.1	1451176	1452603	+	fexA_1	1-1428/1428	===============	0/0	100.00	99.93	resfinder	AJ549214	fexA	Chloramphenicol;Florfenicol	2999172154
2999172154.fna	NZ_CP049976.1	2557504	2559510	-	mecA_8	1-2007/2007	===============	0/0	100.00	100.00	resfinder	NC_007168	mecA	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefepime;Cefixime;Cefotaxime;Cefoxitin;Ceftazidime;Ertapenem;Imipenem;Meropenem;Piperacillin;Piperacillin+Tazobactam	2999172154
2999172154.fna	NZ_CP049976.1	2877720	2879159	-	aac(6')-aph(2'')_1	1-1440/1440	===============	0/0	100.00	100.00	resfinder	M13771	aac(6')-aph(2'')	Amikacin;Gentamicin;Tobramycin	2999172154
2999172154.fna	NZ_CP049976.1	2885827	2887203	+	tet(L)_2	1-1377/1377	===============	0/0	100.00	99.86	resfinder	M29725	tet(L)	Doxycycline;Tetracycline	2999172154
2999172154.fna	NZ_CP049976.1	2887847	2888581	-	erm(T)_2	1-735/735	===============	0/0	100.00	100.00	resfinder	AY894138	erm(T)	Erythromycin;Lincomycin;Clindamycin;Quinupristin;Pristinamycin_IA;Virginiamycin_S	2999172154
2999172154.fna	NZ_CP049976.1	2894849	2895712	+	ant(6)-Ia_2	1-864/864	===============	0/0	100.00	100.00	resfinder	KF421157	ant(6)-Ia	Streptomycin	2999172154
