file	sequence	start	end	strand	gene	coverage	coverage_map	gaps	coverage_percent	identity_percent	database	accession	product	resistance	genome
1376352309.fna	NZ_CP021105.1	578554	581979	+	sdrE	1-3426/3426	========/======	2/36	99.47	96.17	vfdb	NP_645335	(sdrE) Ser-Asp rich fibrinogen-binding bone sialoprotein-binding protein [SDr (VF0019)] [Staphylococcus aureus subsp. aureus MW2]		1376352309
1376352309.fna	NZ_CP021105.1	813884	816527	+	clfA	1-2635/2841	========/=====.	4/13	92.68	89.83	vfdb	NP_645581	(clfA) Clumping factor A fibrinogen-binding protein [Clumping factor (VF0004)] [Staphylococcus aureus subsp. aureus MW2]		1376352309
1376352309.fna	NZ_CP021105.1	979013	979342	-	sspC	1-330/330	===============	0/0	100.00	99.39	vfdb	NP_645747	(sspC) Staphostatin B [Staphopain (VF0006)] [Staphylococcus aureus subsp. aureus MW2]		1376352309
1376352309.fna	NZ_CP021105.1	979380	980561	-	sspB	1-1182/1182	===============	0/0	100.00	99.83	vfdb	NP_645748	(sspB) staphopain cysteine proteinase SspB [Staphopain (VF0006)] [Staphylococcus aureus subsp. aureus MW2]		1376352309
1376352309.fna	NZ_CP021105.1	980643	981671	-	sspA	1-984/984	========/======	1/45	100.00	94.85	vfdb	NP_645749	(sspA) serine protease; V8 protease; glutamyl endopeptidase [V8 protease (VF0023)] [Staphylococcus aureus subsp. aureus MW2]		1376352309
1376352309.fna	NZ_CP021105.1	1063652	1065589	-	isdB	1-1938/1938	===============	0/0	100.00	98.97	vfdb	YP_001332074	(isdB) iron-regulated surface determinant protein B haemoglobin receptor [Isd (VF0015)] [Staphylococcus aureus subsp. aureus str. Newman]		1376352309
1376352309.fna	NZ_CP021105.1	1065792	1066844	-	isdA	1-1053/1053	===============	0/0	100.00	100.00	vfdb	YP_001332075	(isdA) iron-regulated surface determinant protein A [Isd (VF0015)] [Staphylococcus aureus subsp. aureus str. Newman]		1376352309
1376352309.fna	NZ_CP021105.1	1067053	1067736	+	isdC	1-684/684	===============	0/0	100.00	100.00	vfdb	YP_001332076	(isdC) iron-regulated surface determinant protein C [Isd (VF0015)] [Staphylococcus aureus subsp. aureus str. Newman]		1376352309
1376352309.fna	NZ_CP021105.1	1067736	1068812	+	isdD	1-1077/1077	===============	0/0	100.00	99.72	vfdb	NP_645831	(isdD) iron-regulated surface determinant protein D [Isd (VF0015)] [Staphylococcus aureus subsp. aureus MW2]		1376352309
1376352309.fna	NZ_CP021105.1	1068809	1069687	+	isdE	1-879/879	===============	0/0	100.00	100.00	vfdb	YP_001332078	(isdE) iron-regulated surface determinant protein E [Isd (VF0015)] [Staphylococcus aureus subsp. aureus str. Newman]		1376352309
1376352309.fna	NZ_CP021105.1	1069700	1070665	+	isdF	1-966/966	===============	0/0	100.00	99.69	vfdb	NP_645833	(isdF) iron-regulated surface determinant protein F ATP-binding-cassette-type transmembrane transporter [Isd (VF0015)] [Staphylococcus aureus subsp. aureus MW2]		1376352309
1376352309.fna	NZ_CP021105.1	1070727	1071461	+	srtB	1-735/735	===============	0/0	100.00	99.59	vfdb	NP_645834	(srtB) NPQTN specific sortase B [Isd (VF0015)] [Staphylococcus aureus subsp. aureus MW2]		1376352309
1376352309.fna	NZ_CP021105.1	1071480	1071803	+	isdG	1-324/324	===============	0/0	100.00	99.69	vfdb	YP_001332081	(isdG) iron-regulated surface determinant protein G [Isd (VF0015)] [Staphylococcus aureus subsp. aureus str. Newman]		1376352309
1376352309.fna	NZ_CP021105.1	1099557	1100516	-	hly/hla	1-960/960	===============	0/0	100.00	99.79	vfdb	NP_645861	(hly/hla) Alpha-Hemolysin precursor [<alpha>-hemolysin (VF0001)] [Staphylococcus aureus subsp. aureus MW2]		1376352309
1376352309.fna	NZ_CP021105.1	1477792	1479252	-	ebp	1-1461/1461	===============	0/0	100.00	99.80	vfdb	NP_646186	(ebp) cell surface elastin binding protein [EbpS (VF0008)] [Staphylococcus aureus subsp. aureus MW2]		1376352309
1376352309.fna	NZ_CP021105.1	1817714	1818682	-	lukF-PV	1-969/978	========/======	2/2	98.98	82.37	vfdb	NP_646195	(lukF-PV) Panton-Valentine leukocidin chain F precursor [PVL (VF0018)] [Staphylococcus aureus subsp. aureus MW2]		1376352309
1376352309.fna	NZ_CP021105.1	1951798	1953219	-	map	1-1428/1755	========/====..	5/10	80.91	89.44	vfdb	CAB94853	(map) extracellular proteins Map [Eap/Map (VF0016)] [Staphylococcus aureus str. Newman D2C (ATCC 25904)]		1376352309
1376352309.fna	NZ_CP021105.1	1954984	1955334	-	scn	1-351/351	===============	0/0	100.00	99.72	vfdb	YP_001332910	(scn) complement inhibitor SCIN [SCIN (VF0425)] [Staphylococcus aureus subsp. aureus str. Newman]		1376352309
1376352309.fna	NZ_CP021105.1	1956017	1956466	+	chp	1-450/450	===============	0/0	100.00	99.33	vfdb	YP_001332911	(chp) chemotaxis-inhibiting protein CHIPS [CHIPS (VF0424)] [Staphylococcus aureus subsp. aureus str. Newman]		1376352309
1376352309.fna	NZ_CP021105.1	1957542	1958033	-	sak	1-492/492	===============	0/0	100.00	99.59	vfdb	NP_646702	(sak) Staphylokinase precursor [Staphylokinase (VF0021)] [Staphylococcus aureus subsp. aureus MW2]		1376352309
1376352309.fna	NZ_CP021105.1	1959842	1960613	-	sea	1-772/774	===============	0/0	99.74	84.84	vfdb	NP_646706	(sea) staphylococcal enterotoxin A precursor [SE (VF0020)] [Staphylococcus aureus subsp. aureus MW2]		1376352309
1376352309.fna	NZ_CP021105.1	1998032	1998855	+	hlb	170-993/993	..=============	0/0	82.98	99.27	vfdb	YP_186826	(hlb) beta-hemolysin [<beta>-hemolysin (VF0002)] [Staphylococcus aureus subsp. aureus COL]		1376352309
1376352309.fna	NZ_CP021105.1	2005593	2006315	+	sell	1-723/723	===============	0/0	100.00	99.58	vfdb	NP_645577	(sell) staphylococcal enterotoxin L precursor [Enterotoxin-like L (CVF065)] [Staphylococcus aureus subsp. aureus MW2]		1376352309
1376352309.fna	NZ_CP021105.1	2006484	2007284	-	sec	1-801/801	===============	0/0	100.00	97.88	vfdb	NP_645576	(sec) staphylococcal enterotoxin C precursor [Enterotoxin C (CVF057)] [Staphylococcus aureus subsp. aureus MW2]		1376352309
1376352309.fna	NZ_CP021105.1	2009510	2010214	+	tsst-1	1-705/705	===============	0/0	100.00	100.00	vfdb	NP_375120	(tsst-1) toxic shock syndrome toxin-1 [TSST-1 (VF0022)] [Staphylococcus aureus subsp. aureus N315]		1376352309
1376352309.fna	NZ_CP021105.1	2022890	2023024	-	hld	1-135/135	===============	0/0	100.00	99.26	vfdb	NP_646776	(hld) delta-hemolysin [<delta>-hemolysin (VF0007)] [Staphylococcus aureus subsp. aureus MW2]		1376352309
1376352309.fna	NZ_CP021105.1	2211067	2213487	+	hysA	1-2418/2448	========/======	3/5	98.73	94.67	vfdb	NP_646946	(hysA) hyaluronate lyase precursor [Hyaluronate lyase (VF0013)] [Staphylococcus aureus subsp. aureus MW2]		1376352309
1376352309.fna	NZ_CP021105.1	2413544	2414854	+	sbi	1-1314/1314	========/======	1/3	99.77	98.17	vfdb	NP_647158	(sbi) IgG-binding protein SBI [Sbi (VF0423)] [Staphylococcus aureus subsp. aureus MW2]		1376352309
1376352309.fna	NZ_CP021105.1	2415390	2416319	+	hlgA	1-930/930	===============	0/0	100.00	99.57	vfdb	NP_647159	(hlgA) gamma-hemolysin chain II precursor [<gamma>-hemolysin (VF0011)] [Staphylococcus aureus subsp. aureus MW2]		1376352309
1376352309.fna	NZ_CP021105.1	2416886	2417833	+	hlgC	1-948/948	===============	0/0	100.00	99.47	vfdb	NP_647160	(hlgC) gamma-hemolysin component C [<gamma>-hemolysin (VF0011)] [Staphylococcus aureus subsp. aureus MW2]		1376352309
1376352309.fna	NZ_CP021105.1	2417835	2418812	+	hlgB	1-978/978	===============	0/0	100.00	99.80	vfdb	NP_647161	(hlgB) gamma-hemolysin component B [<gamma>-hemolysin (VF0011)] [Staphylococcus aureus subsp. aureus MW2]		1376352309
1376352309.fna	NZ_CP021105.1	2505810	2508695	-	fnbB	1-2832/2832	========/======	24/98	99.22	86.00	vfdb	NP_647237	(fnbB) fibronectin-binding protein B [FnBPs (VF0010)] [Staphylococcus aureus subsp. aureus MW2]		1376352309
1376352309.fna	NZ_CP021105.1	2509693	2512492	-	fnbA	1-2815/3048	========/=====.	4/23	91.73	95.92	vfdb	NP_647238	(fnbA) fibronectin-binding protein A [FnBPs (VF0010)] [Staphylococcus aureus subsp. aureus MW2]		1376352309
1376352309.fna	NZ_CP021105.1	2649189	2651822	-	clfB	1-2724/2724	========/======	7/96	96.59	90.94	vfdb	NP_647368	(clfB) Clumping factor B adhesin [Clumping factor (VF0004)] [Staphylococcus aureus subsp. aureus MW2]		1376352309
1376352309.fna	NZ_CP021105.1	2658895	2660424	-	aur	1-1530/1530	===============	0/0	100.00	99.67	vfdb	NP_647375	(aur) zinc metalloproteinase aureolysin [Aureolysin (VF0024)] [Staphylococcus aureus subsp. aureus MW2]		1376352309
1376352309.fna	NZ_CP021105.1	2700667	2701227	-	icaR	1-561/561	===============	0/0	100.00	99.82	vfdb	NP_647402	(icaR) ica operon transcriptional regulator IcaR [Intercellular adhesion proteins (VF0014)] [Staphylococcus aureus subsp. aureus MW2]		1376352309
1376352309.fna	NZ_CP021105.1	2701391	2702629	+	icaA	1-1239/1239	===============	0/0	100.00	99.84	vfdb	NP_647403	(icaA) N-acetylglucosaminyltransferase involved in polysaccharide intercellular adhesin(PIA) synthesis [Intercellular adhesion proteins (VF0014)] [Staphylococcus aureus subsp. aureus MW2]		1376352309
1376352309.fna	NZ_CP021105.1	2702593	2702898	+	icaD	1-306/306	===============	0/0	100.00	99.67	vfdb	NP_647404	(icaD) intercellular adhesion protein D involved in polysaccharide intercellular adhesin(PIA) synthesis [Intercellular adhesion proteins (VF0014)] [Staphylococcus aureus subsp. aureus MW2]		1376352309
1376352309.fna	NZ_CP021105.1	2702895	2703767	+	icaB	1-873/873	===============	0/0	100.00	99.89	vfdb	NP_647405	(icaB) N-deacetylase involved in polysaccharide intercellular adhesin(PIA) synthesis [Intercellular adhesion proteins (VF0014)] [Staphylococcus aureus subsp. aureus MW2]		1376352309
1376352309.fna	NZ_CP021105.1	2703754	2704806	+	icaC	1-1053/1053	===============	0/0	100.00	99.43	vfdb	NP_647406	(icaC) intercellular adhesion protein C involved in polysaccharide intercellular adhesin(PIA) synthesis [Intercellular adhesion proteins (VF0014)] [Staphylococcus aureus subsp. aureus MW2]		1376352309
1376352309.fna	NZ_CP021105.1	2705141	2707186	-	lip	1-2046/2046	===============	0/0	100.00	98.97	vfdb	NP_647407	(lip) triacylglycerol lipase precursor [Lipase (CVF091)] [Staphylococcus aureus subsp. aureus MW2]		1376352309
2267348900.fna	NZ_CP099576.1	30483	32801	+	adsA	1-2319/2319	===============	0/0	100.00	96.72	vfdb	NP_644838	(adsA) Adenosine synthase A [AdsA (VF0422)] [Staphylococcus aureus subsp. aureus MW2]		2267348900
2267348900.fna	NZ_CP099576.1	128388	129914	-	spa	1-1479/1479	========/======	1/48	100.00	94.96	vfdb	NP_644899	(spa) Immunoglobulin G binding protein A precursor [SpA (VF0017)] [Staphylococcus aureus subsp. aureus MW2]		2267348900
2267348900.fna	NZ_CP099576.1	174382	174898	+	cap8A	1-516/516	========/======	1/1	100.00	99.42	vfdb	NP_644939	(cap8A) capsular polysaccharide synthesis enzyme  [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]		2267348900
2267348900.fna	NZ_CP099576.1	175066	175752	+	cap8B	1-687/687	===============	0/0	100.00	98.98	vfdb	NP_644940	(cap8B) capsular polysaccharide synthesis enzyme Cap8B [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]		2267348900
2267348900.fna	NZ_CP099576.1	175755	176519	+	cap8C	1-765/765	===============	0/0	100.00	99.61	vfdb	NP_644941	(cap8C) capsular polysaccharide synthesis enzyme Cap8C [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]		2267348900
2267348900.fna	NZ_CP099576.1	176539	178363	+	cap8D	1-1824/1824	========/======	1/1	100.00	99.84	vfdb	NP_644942	(cap8D) capsular polysaccharide synthesis enzyme Cap8D [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]		2267348900
2267348900.fna	NZ_CP099576.1	178353	179381	+	cap8E	1-1029/1029	===============	0/0	100.00	99.03	vfdb	NP_644943	(cap8E) capsular polysaccharide synthesis enzyme Cap8E [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]		2267348900
2267348900.fna	NZ_CP099576.1	179394	180503	+	cap8F	1-1110/1110	===============	0/0	100.00	99.55	vfdb	NP_644944	(cap8F) capsular polysaccharide synthesis enzyme Cap8F [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]		2267348900
2267348900.fna	NZ_CP099576.1	180507	181631	+	cap8G	1-1125/1125	===============	0/0	100.00	99.56	vfdb	NP_644945	(cap8G) capsular polysaccharide synthesis enzyme Cap8G [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]		2267348900
2267348900.fna	NZ_CP099576.1	185753	186958	+	cap8L	1-1206/1206	===============	0/0	100.00	99.75	vfdb	NP_644950	(cap8L) capsular polysaccharide synthesis enzyme Cap8L [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]		2267348900
2267348900.fna	NZ_CP099576.1	186969	187526	+	cap8M	1-558/558	===============	0/0	100.00	99.82	vfdb	NP_644951	(cap8M) capsular polysaccharide synthesis enzyme Cap8M [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]		2267348900
2267348900.fna	NZ_CP099576.1	187526	188413	+	cap8N	1-888/888	===============	0/0	100.00	98.65	vfdb	NP_644952	(cap8N) capsular polysaccharide synthesis enzyme Cap8N [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]		2267348900
2267348900.fna	NZ_CP099576.1	188467	189729	+	cap8O	1-1263/1263	===============	0/0	100.00	98.73	vfdb	NP_644953	(cap8O) capsular polysaccharide synthesis enzyme Cap8O [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]		2267348900
2267348900.fna	NZ_CP099576.1	189806	190951	+	cap8P	1-1146/1146	===============	0/0	100.00	99.39	vfdb	NP_644954	(cap8P) capsular polysaccharide synthesis enzyme Cap8P [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]		2267348900
2267348900.fna	NZ_CP099576.1	330742	331035	+	esxA	1-294/294	===============	0/0	100.00	100.00	vfdb	NP_645073	(esxA) type VII secretion system protein secreted protein EsxA [Type VII secretion system (VF0403)] [Staphylococcus aureus subsp. aureus MW2]		2267348900
2267348900.fna	NZ_CP099576.1	331119	334148	+	esaA	1-3030/3030	===============	0/0	100.00	99.14	vfdb	NP_645074	(esaA) type VII secretion system protein EsaA [Type VII secretion system (VF0403)] [Staphylococcus aureus subsp. aureus MW2]		2267348900
2267348900.fna	NZ_CP099576.1	334148	334606	+	essA	1-459/459	===============	0/0	100.00	99.78	vfdb	NP_645075	(essA) type VII secretion system protein EssA monotopic membrane protein [Type VII secretion system (VF0403)] [Staphylococcus aureus subsp. aureus MW2]		2267348900
2267348900.fna	NZ_CP099576.1	334578	334820	+	esaB	1-243/243	===============	0/0	100.00	100.00	vfdb	NP_645076	(esaB) type VII secretion system protein EsaB [Type VII secretion system (VF0403)] [Staphylococcus aureus subsp. aureus MW2]		2267348900
2267348900.fna	NZ_CP099576.1	334833	336167	+	essB	1-1335/1335	===============	0/0	100.00	99.92	vfdb	NP_645078	(essB) type VII secretion system protein EssB monotopic membrane protein [Type VII secretion system (VF0403)] [Staphylococcus aureus subsp. aureus MW2]		2267348900
2267348900.fna	NZ_CP099576.1	336189	340628	+	essC	1-4440/4440	===============	0/0	100.00	98.69	vfdb	NP_645079	(essC) type VII secretion system protein EssC FtsK/SpoIIIE family ATPase [Type VII secretion system (VF0403)] [Staphylococcus aureus subsp. aureus MW2]		2267348900
2267348900.fna	NZ_CP099576.1	340658	341050	+	esaC	1-393/393	===============	0/0	100.00	98.73	vfdb	NP_645081	(esaC) type VII secretion system protein secreted protein EsxC [Type VII secretion system (VF0403)] [Staphylococcus aureus subsp. aureus MW2]		2267348900
2267348900.fna	NZ_CP099576.1	341066	341380	+	esxB	1-315/315	===============	0/0	100.00	99.36	vfdb	NP_645082	(esxB) type VII secretion system protein secreted protein EsxB [Type VII secretion system (VF0403)] [Staphylococcus aureus subsp. aureus MW2]		2267348900
2267348900.fna	NZ_CP099576.1	372636	374708	+	geh	1-2073/2073	===============	0/0	100.00	99.61	vfdb	NP_645114	(geh) glycerol ester hydrolase [Lipase (VF0012)] [Staphylococcus aureus subsp. aureus MW2]		2267348900
2267348900.fna	NZ_CP099576.1	617173	620016	+	sdrC	1-2868/2868	========/======	5/36	98.95	94.54	vfdb	NP_645333	(sdrC) Ser-Asp rich fibrinogen-binding bone sialoprotein-binding protein [SDr (VF0019)] [Staphylococcus aureus subsp. aureus MW2]		2267348900
2267348900.fna	NZ_CP099576.1	620383	623931	+	sdrD	1-3555/4044	========/=====.	3/8	87.73	98.00	vfdb	NP_645334	(sdrD) Ser-Asp rich fibrinogen-binding bone sialoprotein-binding protein [SDr (VF0019)] [Staphylococcus aureus subsp. aureus MW2]		2267348900
2267348900.fna	NZ_CP099576.1	624508	627972	+	sdrE	1-3426/3426	========/======	4/51	99.82	96.66	vfdb	NP_645335	(sdrE) Ser-Asp rich fibrinogen-binding bone sialoprotein-binding protein [SDr (VF0019)] [Staphylococcus aureus subsp. aureus MW2]		2267348900
2267348900.fna	NZ_CP099576.1	878180	880963	+	clfA	1-2841/2841	========/======	6/63	97.89	95.36	vfdb	NP_645581	(clfA) Clumping factor A fibrinogen-binding protein [Clumping factor (VF0004)] [Staphylococcus aureus subsp. aureus MW2]		2267348900
2267348900.fna	NZ_CP099576.1	881184	882710	+	vWbp	1-1527/1527	===============	0/0	100.00	100.00	vfdb	YP_001331791	(vWbp) secreted von Willebrand factor-binding protein precursor [vWbp (VF0420)] [Staphylococcus aureus subsp. aureus str. Newman]		2267348900
2267348900.fna	NZ_CP099576.1	902318	903046	-	selk	1-729/729	===============	0/0	100.00	96.57	vfdb	NP_646755	(selk) staphylococcal enterotoxin K precursor [SE (VF0020)] [Staphylococcus aureus subsp. aureus MW2]		2267348900
2267348900.fna	NZ_CP099576.1	903070	903798	-	selq	1-729/729	===============	0/0	100.00	97.81	vfdb	NP_646754	(selq) staphylococcal enterotoxin G precursor [SE (VF0020)] [Staphylococcus aureus subsp. aureus MW2]		2267348900
2267348900.fna	NZ_CP099576.1	1056925	1057254	-	sspC	1-330/330	===============	0/0	100.00	99.70	vfdb	NP_645747	(sspC) Staphostatin B [Staphopain (VF0006)] [Staphylococcus aureus subsp. aureus MW2]		2267348900
2267348900.fna	NZ_CP099576.1	1057292	1058473	-	sspB	1-1182/1182	===============	0/0	100.00	99.07	vfdb	NP_645748	(sspB) staphopain cysteine proteinase SspB [Staphopain (VF0006)] [Staphylococcus aureus subsp. aureus MW2]		2267348900
2267348900.fna	NZ_CP099576.1	1058555	1059565	-	sspA	1-984/984	========/======	1/27	100.00	96.44	vfdb	NP_645749	(sspA) serine protease; V8 protease; glutamyl endopeptidase [V8 protease (VF0023)] [Staphylococcus aureus subsp. aureus MW2]		2267348900
2267348900.fna	NZ_CP099576.1	1141364	1143301	-	isdB	1-1938/1938	===============	0/0	100.00	100.00	vfdb	YP_001332074	(isdB) iron-regulated surface determinant protein B haemoglobin receptor [Isd (VF0015)] [Staphylococcus aureus subsp. aureus str. Newman]		2267348900
2267348900.fna	NZ_CP099576.1	1143504	1144556	-	isdA	1-1053/1053	===============	0/0	100.00	100.00	vfdb	YP_001332075	(isdA) iron-regulated surface determinant protein A [Isd (VF0015)] [Staphylococcus aureus subsp. aureus str. Newman]		2267348900
2267348900.fna	NZ_CP099576.1	1144765	1145448	+	isdC	1-684/684	===============	0/0	100.00	100.00	vfdb	YP_001332076	(isdC) iron-regulated surface determinant protein C [Isd (VF0015)] [Staphylococcus aureus subsp. aureus str. Newman]		2267348900
2267348900.fna	NZ_CP099576.1	1145448	1146524	+	isdD	1-1077/1077	===============	0/0	100.00	99.81	vfdb	NP_645831	(isdD) iron-regulated surface determinant protein D [Isd (VF0015)] [Staphylococcus aureus subsp. aureus MW2]		2267348900
2267348900.fna	NZ_CP099576.1	1146521	1147399	+	isdE	1-879/879	===============	0/0	100.00	100.00	vfdb	YP_001332078	(isdE) iron-regulated surface determinant protein E [Isd (VF0015)] [Staphylococcus aureus subsp. aureus str. Newman]		2267348900
2267348900.fna	NZ_CP099576.1	1147412	1148377	+	isdF	1-966/966	===============	0/0	100.00	99.69	vfdb	NP_645833	(isdF) iron-regulated surface determinant protein F ATP-binding-cassette-type transmembrane transporter [Isd (VF0015)] [Staphylococcus aureus subsp. aureus MW2]		2267348900
2267348900.fna	NZ_CP099576.1	1148439	1149173	+	srtB	1-735/735	===============	0/0	100.00	99.59	vfdb	NP_645834	(srtB) NPQTN specific sortase B [Isd (VF0015)] [Staphylococcus aureus subsp. aureus MW2]		2267348900
