#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
2999172154.fna	NZ_CP049976.1	827775	828740	+	isdF	1-966/966	===============	0/0	100.00	98.86	vfdb	NP_645833	(isdF) iron-regulated surface determinant protein F ATP-binding-cassette-type transmembrane transporter [Isd (VF0015)] [Staphylococcus aureus subsp. aureus MW2]	
2999172154.fna	NZ_CP049976.1	828802	829536	+	srtB	1-735/735	===============	0/0	100.00	99.32	vfdb	NP_645834	(srtB) NPQTN specific sortase B [Isd (VF0015)] [Staphylococcus aureus subsp. aureus MW2]	
2999172154.fna	NZ_CP049976.1	829555	829878	+	isdG	1-324/324	===============	0/0	100.00	99.38	vfdb	YP_001332081	(isdG) iron-regulated surface determinant protein G [Isd (VF0015)] [Staphylococcus aureus subsp. aureus str. Newman]	
2999172154.fna	NZ_CP049976.1	855475	856434	-	hly/hla	1-960/960	===============	0/0	100.00	95.52	vfdb	NP_645861	(hly/hla) Alpha-Hemolysin precursor [<alpha>-hemolysin (VF0001)] [Staphylococcus aureus subsp. aureus MW2]	
2999172154.fna	NZ_CP049976.1	1239401	1240855	-	ebp	1-1461/1461	========/======	2/12	99.38	96.52	vfdb	NP_646186	(ebp) cell surface elastin binding protein [EbpS (VF0008)] [Staphylococcus aureus subsp. aureus MW2]	
2999172154.fna	NZ_CP049976.1	1622704	1625118	+	hysA	1-2418/2448	========/======	13/37	97.96	81.07	vfdb	NP_646946	(hysA) hyaluronate lyase precursor [Hyaluronate lyase (VF0013)] [Staphylococcus aureus subsp. aureus MW2]	
2999172154.fna	NZ_CP049976.1	1752827	1754572	-	map	1-1746/1755	========/======	8/12	99.15	86.07	vfdb	CAB94853	(map) extracellular proteins Map [Eap/Map (VF0016)] [Staphylococcus aureus str. Newman D2C (ATCC 25904)]	
2999172154.fna	NZ_CP049976.1	1754961	1755953	+	hlb	1-993/993	===============	0/0	100.00	95.37	vfdb	YP_186826	(hlb) beta-hemolysin [<beta>-hemolysin (VF0002)] [Staphylococcus aureus subsp. aureus COL]	
2999172154.fna	NZ_CP049976.1	1786410	1786544	-	hld	1-135/135	===============	0/0	100.00	99.26	vfdb	NP_646776	(hld) delta-hemolysin [<delta>-hemolysin (VF0007)] [Staphylococcus aureus subsp. aureus MW2]	
2999172154.fna	NZ_CP049976.1	1989833	1992253	+	hysA	1-2418/2448	========/======	9/11	98.61	91.88	vfdb	NP_646946	(hysA) hyaluronate lyase precursor [Hyaluronate lyase (VF0013)] [Staphylococcus aureus subsp. aureus MW2]	
2999172154.fna	NZ_CP049976.1	2190519	2191829	+	sbi	1-1314/1314	========/======	3/9	99.54	93.47	vfdb	NP_647158	(sbi) IgG-binding protein SBI [Sbi (VF0423)] [Staphylococcus aureus subsp. aureus MW2]	
2999172154.fna	NZ_CP049976.1	2192365	2193294	+	hlgA	1-930/930	===============	0/0	100.00	99.03	vfdb	NP_647159	(hlgA) gamma-hemolysin chain II precursor [<gamma>-hemolysin (VF0011)] [Staphylococcus aureus subsp. aureus MW2]	
2999172154.fna	NZ_CP049976.1	2193862	2194809	+	hlgC	1-948/948	===============	0/0	100.00	95.67	vfdb	NP_647160	(hlgC) gamma-hemolysin component C [<gamma>-hemolysin (VF0011)] [Staphylococcus aureus subsp. aureus MW2]	
2999172154.fna	NZ_CP049976.1	2194811	2195788	+	hlgB	1-978/978	===============	0/0	100.00	94.78	vfdb	NP_647161	(hlgB) gamma-hemolysin component B [<gamma>-hemolysin (VF0011)] [Staphylococcus aureus subsp. aureus MW2]	
2999172154.fna	NZ_CP049976.1	2273892	2276747	-	fnbB	1-2832/2832	========/======	12/66	99.26	86.48	vfdb	NP_647237	(fnbB) fibronectin-binding protein B [FnBPs (VF0010)] [Staphylococcus aureus subsp. aureus MW2]	
2999172154.fna	NZ_CP049976.1	2277427	2280480	-	fnbA	1-3048/3048	========/======	22/48	99.31	87.38	vfdb	NP_647238	(fnbA) fibronectin-binding protein A [FnBPs (VF0010)] [Staphylococcus aureus subsp. aureus MW2]	
2999172154.fna	NZ_CP049976.1	2422764	2425427	-	clfB	1-2724/2724	========/======	5/66	97.69	95.23	vfdb	NP_647368	(clfB) Clumping factor B adhesin [Clumping factor (VF0004)] [Staphylococcus aureus subsp. aureus MW2]	
2999172154.fna	NZ_CP049976.1	2432496	2434025	-	aur	1-1530/1530	===============	0/0	100.00	99.61	vfdb	NP_647375	(aur) zinc metalloproteinase aureolysin [Aureolysin (VF0024)] [Staphylococcus aureus subsp. aureus MW2]	
2999172154.fna	NZ_CP049976.1	2473780	2474340	-	icaR	1-561/561	===============	0/0	100.00	99.47	vfdb	NP_647402	(icaR) ica operon transcriptional regulator IcaR [Intercellular adhesion proteins (VF0014)] [Staphylococcus aureus subsp. aureus MW2]	
2999172154.fna	NZ_CP049976.1	2474504	2475742	+	icaA	1-1239/1239	===============	0/0	100.00	99.60	vfdb	NP_647403	(icaA) N-acetylglucosaminyltransferase involved in polysaccharide intercellular adhesin(PIA) synthesis [Intercellular adhesion proteins (VF0014)] [Staphylococcus aureus subsp. aureus MW2]	
2999172154.fna	NZ_CP049976.1	2475706	2476011	+	icaD	1-306/306	===============	0/0	100.00	99.67	vfdb	NP_647404	(icaD) intercellular adhesion protein D involved in polysaccharide intercellular adhesin(PIA) synthesis [Intercellular adhesion proteins (VF0014)] [Staphylococcus aureus subsp. aureus MW2]	
2999172154.fna	NZ_CP049976.1	2476008	2476880	+	icaB	1-873/873	===============	0/0	100.00	99.66	vfdb	NP_647405	(icaB) N-deacetylase involved in polysaccharide intercellular adhesin(PIA) synthesis [Intercellular adhesion proteins (VF0014)] [Staphylococcus aureus subsp. aureus MW2]	
2999172154.fna	NZ_CP049976.1	2476867	2477919	+	icaC	1-1053/1053	===============	0/0	100.00	99.14	vfdb	NP_647406	(icaC) intercellular adhesion protein C involved in polysaccharide intercellular adhesin(PIA) synthesis [Intercellular adhesion proteins (VF0014)] [Staphylococcus aureus subsp. aureus MW2]	
2999172154.fna	NZ_CP049976.1	2478170	2480215	-	lip	1-2046/2046	===============	0/0	100.00	99.95	vfdb	NP_647407	(lip) triacylglycerol lipase precursor [Lipase (CVF091)] [Staphylococcus aureus subsp. aureus MW2]	
2999172154.fna	NZ_CP049976.1	2549503	2551821	+	adsA	1-2319/2319	===============	0/0	100.00	97.20	vfdb	NP_644838	(adsA) Adenosine synthase A [AdsA (VF0422)] [Staphylococcus aureus subsp. aureus MW2]	
2999172154.fna	NZ_CP049976.1	2634134	2635636	-	spa	1-1479/1479	========/======	1/24	100.00	97.07	vfdb	NP_644899	(spa) Immunoglobulin G binding protein A precursor [SpA (VF0017)] [Staphylococcus aureus subsp. aureus MW2]	
2999172154.fna	NZ_CP049976.1	2679543	2680059	+	cap8A	1-516/516	========/======	1/1	100.00	99.23	vfdb	NP_644939	(cap8A) capsular polysaccharide synthesis enzyme  [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]	
2999172154.fna	NZ_CP049976.1	2680227	2680913	+	cap8B	1-687/687	===============	0/0	100.00	98.11	vfdb	NP_644940	(cap8B) capsular polysaccharide synthesis enzyme Cap8B [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]	
2999172154.fna	NZ_CP049976.1	2680916	2681680	+	cap8C	1-765/765	===============	0/0	100.00	99.22	vfdb	NP_644941	(cap8C) capsular polysaccharide synthesis enzyme Cap8C [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]	
2999172154.fna	NZ_CP049976.1	2681700	2683523	+	cap8D	1-1824/1824	===============	0/0	100.00	99.29	vfdb	NP_644942	(cap8D) capsular polysaccharide synthesis enzyme Cap8D [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]	
2999172154.fna	NZ_CP049976.1	2683513	2684541	+	cap8E	1-1029/1029	===============	0/0	100.00	98.83	vfdb	NP_644943	(cap8E) capsular polysaccharide synthesis enzyme Cap8E [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]	
2999172154.fna	NZ_CP049976.1	2684554	2685663	+	cap8F	1-1110/1110	===============	0/0	100.00	98.29	vfdb	NP_644944	(cap8F) capsular polysaccharide synthesis enzyme Cap8F [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]	
2999172154.fna	NZ_CP049976.1	2685667	2686791	+	cap8G	1-1125/1125	===============	0/0	100.00	99.11	vfdb	NP_644945	(cap8G) capsular polysaccharide synthesis enzyme Cap8G [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]	
2999172154.fna	NZ_CP049976.1	2690913	2692118	+	cap8L	1-1206/1206	===============	0/0	100.00	98.59	vfdb	NP_644950	(cap8L) capsular polysaccharide synthesis enzyme Cap8L [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]	
2999172154.fna	NZ_CP049976.1	2692129	2692686	+	cap8M	1-558/558	===============	0/0	100.00	99.28	vfdb	NP_644951	(cap8M) capsular polysaccharide synthesis enzyme Cap8M [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]	
2999172154.fna	NZ_CP049976.1	2692686	2693573	+	cap8N	1-888/888	===============	0/0	100.00	97.75	vfdb	NP_644952	(cap8N) capsular polysaccharide synthesis enzyme Cap8N [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]	
2999172154.fna	NZ_CP049976.1	2693627	2694889	+	cap8O	1-1263/1263	===============	0/0	100.00	98.89	vfdb	NP_644953	(cap8O) capsular polysaccharide synthesis enzyme Cap8O [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]	
2999172154.fna	NZ_CP049976.1	2694966	2696111	+	cap8P	1-1146/1146	===============	0/0	100.00	98.78	vfdb	NP_644954	(cap8P) capsular polysaccharide synthesis enzyme Cap8P [Capsule (VF0003)] [Staphylococcus aureus subsp. aureus MW2]	
2999172154.fna	NZ_CP049976.1	2772485	2774380	+	coa	1-1863/1902	========/======	5/39	97.79	91.94	vfdb	NP_645021	(coa) staphylocoagulase precursor [Staphylocoagulase (VF0421)] [Staphylococcus aureus subsp. aureus MW2]	
2999172154.fna	NZ_CP049976.1	2838906	2839199	+	esxA	1-294/294	===============	0/0	100.00	99.66	vfdb	NP_645073	(esxA) type VII secretion system protein secreted protein EsxA [Type VII secretion system (VF0403)] [Staphylococcus aureus subsp. aureus MW2]	
2999172154.fna	NZ_CP049976.1	2839282	2842311	+	esaA	1-3030/3030	===============	0/0	100.00	99.34	vfdb	NP_645074	(esaA) type VII secretion system protein EsaA [Type VII secretion system (VF0403)] [Staphylococcus aureus subsp. aureus MW2]	
2999172154.fna	NZ_CP049976.1	2842311	2842769	+	essA	1-459/459	===============	0/0	100.00	98.04	vfdb	NP_645075	(essA) type VII secretion system protein EssA monotopic membrane protein [Type VII secretion system (VF0403)] [Staphylococcus aureus subsp. aureus MW2]	
2999172154.fna	NZ_CP049976.1	2842741	2842983	+	esaB	1-243/243	===============	0/0	100.00	99.59	vfdb	NP_645076	(esaB) type VII secretion system protein EsaB [Type VII secretion system (VF0403)] [Staphylococcus aureus subsp. aureus MW2]	
2999172154.fna	NZ_CP049976.1	2842996	2844330	+	essB	1-1335/1335	===============	0/0	100.00	98.43	vfdb	NP_645078	(essB) type VII secretion system protein EssB monotopic membrane protein [Type VII secretion system (VF0403)] [Staphylococcus aureus subsp. aureus MW2]	
